CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.droneType,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.isVideo,CAMERA.filename,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY.chargeLevel,BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.isCellVoltageEstimated,BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.cellVoltage3 [V],BATTERY.cellVoltage4 [V],BATTERY.maxCellVoltageDeviation,BATTERY.isCellVoltageDeviationHigh,BATTERY.isVoltageLow,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.wind,HOME.dataRecorderFileIndex,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.message,APP.tip,APP.warning
6/19/2023,03:11.7,0m 4.3s,4.3,7.346828262,80.94429183,0,0,0.3,458,0,0,0,0,0,0,0,0,0,-0.5,1,170.9,170.9,,Starting Motors,Other,,22,5,TRUE,,Avata,FALSE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,,,1024,1024,1024,1024,,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.717,TRUE,4.179,4.179,4.179,4.179,,FALSE,FALSE,NA,86.9,86.9,86.9,,,,,,,,,Idle,,,TRUE,,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,Calm,,,,,,,,,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,,,
6/19/2023,03:07.5,0m 4.3s,4.3,7.346828259,80.94429184,0,0,0.3,458,0,0,0,0,0,0,0,0,0,-0.5,1,170.9,170.9,,Starting Motors,Other,,22,5,TRUE,,Avata,FALSE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0.7,171.2,171.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,100,,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.717,TRUE,4.179,4.179,4.179,4.179,,FALSE,FALSE,NA,86.9,86.9,86.9,,,,,,,,,Idle,,,TRUE,,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,Calm,,Linux,0.0.1,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,,,Aircraft in low-power state.
6/19/2023,03:07.5,0m 4.5s,4.5,7.346828294,80.94429182,0,0,0.3,458,0,0,0,0,0,0,0,0,0,-0.5,1,170.9,170.9,,Starting Motors,Other,,22,5,TRUE,,Avata,FALSE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0.7,171.2,171.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,100,,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.717,TRUE,4.179,4.179,4.179,4.179,,FALSE,FALSE,NA,86.9,86.9,86.9,,,,,,,,,Idle,,,TRUE,,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,Calm,,Linux,0.0.1,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,,,
6/19/2023,03:07.7,0m 4.7s,4.7,7.34682833,80.94429181,0,0,0.3,458,0,0,0,0,0,0,0,0,0,-0.5,1,170.9,170.9,,Starting Motors,Other,,22,5,TRUE,,Avata,FALSE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0.7,171.2,171.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,100,100,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.717,TRUE,4.179,4.179,4.179,4.179,,FALSE,FALSE,NA,86.9,86.9,86.9,,,,,,,,,Idle,,,TRUE,,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,Calm,,Linux,0.0.1,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,,,
6/19/2023,03:07.9,0m 4.9s,4.9,7.346828365,80.9442918,0,0,0.3,458,0,0,0,0,0,0,0,0,0,-0.5,1,170.9,170.9,,Starting Motors,Other,,22,5,TRUE,,Avata,FALSE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0.7,171.2,171.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,100,100,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.626,TRUE,4.157,4.157,4.157,4.157,,FALSE,FALSE,NA,86.9,86.9,86.9,0,0,0,23,0,0,0,,Idle,0,0,FALSE,0,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,Calm,,Linux,0.0.1,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,,,
6/19/2023,03:08.1,0m 5.1s,5.1,7.346828398,80.9442918,0,0,0.3,458,0,0,0,0,0,0,0,0,0,-0.5,1,170.9,170.9,,Starting Motors,Other,,22,5,TRUE,,Avata,FALSE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0.7,171.3,171.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,100,100,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.626,TRUE,4.157,4.157,4.157,4.157,,FALSE,FALSE,NA,86.9,86.9,86.9,0,0,0,23,0,0,0,,Idle,0,0,FALSE,0,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.346874586,80.944335,22.9,618.1,,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,295.2,,6.5,Calm,18,Linux,0.0.1,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,Data Recorder File Index is 18.,,
6/19/2023,03:08.3,0m 5.3s,5.3,7.346828429,80.9442918,0,0,0,458,0,0,0,0,0,0,0,0,0,-0.5,1,170.9,170.9,,Starting Motors,Other,,22,5,TRUE,,Avata,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0.7,171.3,171.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,100,100,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.626,TRUE,4.157,4.157,4.157,4.157,,FALSE,FALSE,NA,86.9,86.9,86.9,0,0,0,23,0,0,0,,Idle,0,0,FALSE,0,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.346874586,80.944335,22.9,618.1,,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,295.2,,6.5,Calm,18,Linux,0.0.1,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,,,
6/19/2023,03:08.5,0m 5.5s,5.5,7.346828459,80.94429181,0,0,0,458,0,0,0,0,0,0,0,0,0,-0.5,1,170.9,170.9,,Starting Motors,Other,,22,5,TRUE,,Avata,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0.7,171.2,171.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,100,100,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.626,TRUE,4.157,4.157,4.157,4.157,,FALSE,FALSE,NA,86.9,86.9,86.9,0,0,0,23,0,0,0,,Idle,0,0,FALSE,0,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.346874586,80.944335,22.9,618.1,,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,295.2,,6.5,Calm,18,Linux,0.0.1,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,,,
6/19/2023,03:08.7,0m 5.7s,5.7,7.346828483,80.94429182,0,0,0,458,0,0,0,0,0,0,0,0,0,-0.5,1,170.9,170.9,,Starting Motors,Other,,22,5,TRUE,,Avata,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0.7,171.3,171.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,100,100,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.626,TRUE,4.157,4.157,4.157,4.157,,FALSE,FALSE,NA,86.9,86.9,86.9,0,0,0,23,0,0,0,,Idle,0,0,FALSE,0,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.346874586,80.944335,22.9,618.1,,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,295.2,,6.5,Calm,18,Linux,0.0.1,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,,,
6/19/2023,03:08.9,0m 5.9s,5.9,7.346828477,80.94429183,0,0,0,458,0,0,0,0,0,0,0,0,0,-0.5,0.9,170.9,170.9,,Manual Takeoff,Other,,21,5,TRUE,,Avata,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Free,0,0.7,171.2,171.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Normal,100,100,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,99,16.717,2509,2527,16.418,TRUE,4.105,4.105,4.105,4.105,,FALSE,FALSE,NA,86.9,86.9,86.9,0,0,0,23,0,0,0,,Idle,0,0,FALSE,0,FALSE,3,Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.346874586,80.944335,22.9,618.1,,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,295.2,,6.5,Calm,18,Linux,0.0.1,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,700.8,6.9,393.7,33.084118,13.42164,10,60290,DJI Avata,1581F4QWB22C6003,4TTTKBT1A100XF,,4YPXKBWFG101BB,DJI Fly,Linux,0.0.1,506836E9-49FE-5B48-4C34-69BAADE40894,1581F4QWB22C600307BM,,4TTTKBT1A100XF,,,,,,,,
